Record id,Receipt number,Healthcare number,Assigned date,Discharged date,Treatment note
472954,379302095,62757985,01/01/2014,12/31/2014,Availabe on file
177496,23619622,81338803,01/01/2014,12/31/2014,Availabe on file
796458,422996707,15515033,01/01/2014,12/31/2014,Availabe on file
983022,11372842,88549237,01/01/2014,12/31/2014,Availabe on file
624170,537597287,2492143,01/01/2014,12/31/2014,Availabe on file
149341,73816717,14616683,01/01/2014,12/31/2014,Availabe on file
624165,19929026,12297449,01/01/2014,12/31/2014,Availabe on file
528416,502149283,72099447,01/01/2014,12/31/2014,Availabe on file
303819,162446266,44614484,01/01/2014,12/31/2014,Availabe on file
634458,490463219,53039761,01/01/2014,12/31/2014,Availabe on file
635808,293784593,73027613,01/01/2014,12/31/2014,Availabe on file
255460,517868795,60378715,01/01/2014,12/31/2014,Availabe on file
502835,395467830,4576424,01/01/2014,12/31/2014,Availabe on file
850241,350391832,32846373,01/01/2014,12/31/2014,Availabe on file
196064,583358969,2161734,01/01/2014,12/31/2014,Availabe on file
330449,227945711,83136260,01/01/2014,12/31/2014,Availabe on file
953117,132666285,25127038,01/01/2014,12/31/2014,Availabe on file
799755,401849480,51066121,01/01/2014,12/31/2014,Availabe on file
405937,256254030,33595270,01/01/2014,12/31/2014,Availabe on file
255814,176641653,10399284,01/01/2014,12/31/2014,Availabe on file
661612,353512606,3988340,01/01/2014,12/31/2014,Availabe on file
872542,558484023,20805258,01/01/2014,12/31/2014,Availabe on file
36165,560836652,21984953,01/01/2014,12/31/2014,Availabe on file
759480,204324680,30102222,01/01/2014,12/31/2014,Availabe on file
119801,553742780,85650676,01/01/2014,12/31/2014,Availabe on file
419213,30972648,69259337,01/01/2014,12/31/2014,Availabe on file
9408,270762808,86720842,01/01/2014,12/31/2014,Availabe on file
835827,339296155,72638274,01/01/2014,12/31/2014,Availabe on file
96520,452764891,23301176,01/01/2014,12/31/2014,Availabe on file
993575,248618997,66351784,01/01/2014,12/31/2014,Availabe on file
606087,420954116,88765316,01/01/2014,12/31/2014,Availabe on file
517873,287475320,32297383,01/01/2014,12/31/2014,Availabe on file
825414,494768708,59011725,01/01/2014,12/31/2014,Availabe on file
987809,100020605,51666027,01/01/2014,12/31/2014,Availabe on file
842642,125621859,89928640,01/01/2014,12/31/2014,Availabe on file
410800,320509607,30216006,01/01/2014,12/31/2014,Availabe on file
264805,565856490,50471771,01/01/2014,12/31/2014,Availabe on file
727460,558610009,63927591,01/01/2014,12/31/2014,Availabe on file
619262,583239348,28080222,01/01/2014,12/31/2014,Availabe on file
274755,169864044,26745755,01/01/2014,12/31/2014,Availabe on file
530761,395461429,92611453,01/01/2014,12/31/2014,Availabe on file
341290,98415551,62558230,01/01/2014,12/31/2014,Availabe on file
445945,3273051,34893813,01/01/2014,12/31/2014,Availabe on file
116705,475398740,67790777,01/01/2014,12/31/2014,Availabe on file
471636,568626093,95855411,01/01/2014,12/31/2014,Availabe on file
888540,526309843,28958757,01/01/2014,12/31/2014,Availabe on file
660948,512575382,32412281,01/01/2014,12/31/2014,Availabe on file
242486,62157689,48379244,01/01/2014,12/31/2014,Availabe on file
273800,472806583,84543441,01/01/2014,12/31/2014,Availabe on file
687145,235331343,89704312,01/01/2014,12/31/2014,Availabe on file
944855,115988195,12584358,01/01/2014,12/31/2014,Availabe on file
620732,545402189,57727687,01/01/2014,12/31/2014,Availabe on file
770802,8682845,27171513,01/01/2014,12/31/2014,Availabe on file
232543,451370784,5840081,01/01/2014,12/31/2014,Availabe on file
586707,257575482,4421310,01/01/2014,12/31/2014,Availabe on file
248902,51173461,76497283,01/01/2014,12/31/2014,Availabe on file
706134,515360556,7464090,01/01/2014,12/31/2014,Availabe on file
713724,317523213,23708913,01/01/2014,12/31/2014,Availabe on file
778405,479730104,55053916,01/01/2014,12/31/2014,Availabe on file
245662,383481845,6702148,01/01/2014,12/31/2014,Availabe on file
750086,323031440,16293181,01/01/2014,12/31/2014,Availabe on file
504265,305425947,42447490,01/01/2014,12/31/2014,Availabe on file
325832,265301055,32424907,01/01/2014,12/31/2014,Availabe on file
934514,151877891,42143560,01/01/2014,12/31/2014,Availabe on file
39526,424437758,69901769,01/01/2014,12/31/2014,Availabe on file
531702,467219490,53651262,01/01/2014,12/31/2014,Availabe on file
416437,362832937,45674625,01/01/2014,12/31/2014,Availabe on file
329469,173016528,12891017,01/01/2014,12/31/2014,Availabe on file
605414,344322628,57962177,01/01/2014,12/31/2014,Availabe on file
996875,283946936,3319037,01/01/2014,12/31/2014,Availabe on file
539303,586471176,58581646,01/01/2014,12/31/2014,Availabe on file
815027,312782514,19012110,01/01/2014,12/31/2014,Availabe on file
270660,569367742,38207941,01/01/2014,12/31/2014,Availabe on file
99101,346587102,35512457,01/01/2014,12/31/2014,Availabe on file
563877,553640700,88309654,01/01/2014,12/31/2014,Availabe on file
33578,542175266,33052884,01/01/2014,12/31/2014,Availabe on file
320471,145333545,31383583,01/01/2014,12/31/2014,Availabe on file
439384,587637617,3877417,01/01/2014,12/31/2014,Availabe on file
966355,452445082,11347169,01/01/2014,12/31/2014,Availabe on file
717950,40645525,27352395,01/01/2014,12/31/2014,Availabe on file
618675,199980445,53059868,01/01/2014,12/31/2014,Availabe on file
747732,80143528,28543603,01/01/2014,12/31/2014,Availabe on file
96843,439789002,41363479,01/01/2014,12/31/2014,Availabe on file
159709,402784790,96626599,01/01/2014,12/31/2014,Availabe on file
889106,113982393,9502450,01/01/2014,12/31/2014,Availabe on file
339276,257766936,88391427,01/01/2014,12/31/2014,Availabe on file
437277,476767277,62727265,01/01/2014,12/31/2014,Availabe on file
277374,90018437,32833288,01/01/2014,12/31/2014,Availabe on file
642306,464522570,49837122,01/01/2014,12/31/2014,Availabe on file
432034,240259908,92505746,01/01/2014,12/31/2014,Availabe on file
489717,582715426,98284170,01/01/2014,12/31/2014,Availabe on file
166821,78109967,90520995,01/01/2014,12/31/2014,Availabe on file
502267,424294635,86091256,01/01/2014,12/31/2014,Availabe on file
441897,97121441,77342084,01/01/2014,12/31/2014,Availabe on file
543602,231638062,51220061,01/01/2014,12/31/2014,Availabe on file
550964,522009516,64512311,01/01/2014,12/31/2014,Availabe on file
838014,70929705,92962049,01/01/2014,12/31/2014,Availabe on file
646103,392199145,22135526,01/01/2014,12/31/2014,Availabe on file
217240,395382583,60244599,01/01/2014,12/31/2014,Availabe on file
38481,207667311,15341012,01/01/2014,12/31/2014,Availabe on file
437326,223068695,24423343,01/01/2014,12/31/2014,Availabe on file
880987,576630630,62225332,01/01/2014,12/31/2014,Availabe on file
727094,389548365,1006435,01/01/2014,12/31/2014,Availabe on file
21430,402319995,11528057,01/01/2014,12/31/2014,Availabe on file
889922,21403971,1842865,01/01/2014,12/31/2014,Availabe on file
295447,341029467,52324512,01/01/2014,12/31/2014,Availabe on file
882017,140719580,79677872,01/01/2014,12/31/2014,Availabe on file
308474,387388660,31688652,01/01/2014,12/31/2014,Availabe on file
703814,223669673,37452439,01/01/2014,12/31/2014,Availabe on file
320338,369243543,419708,01/01/2014,12/31/2014,Availabe on file
300136,225181671,96829323,01/01/2014,12/31/2014,Availabe on file
428214,363561157,65379694,01/01/2014,12/31/2014,Availabe on file
730691,508851194,25171473,01/01/2014,12/31/2014,Availabe on file
137552,357717577,31184531,01/01/2014,12/31/2014,Availabe on file
286114,241619986,87956832,01/01/2014,12/31/2014,Availabe on file
358978,217602076,40610324,01/01/2014,12/31/2014,Availabe on file
179289,8740608,83140586,01/01/2014,12/31/2014,Availabe on file
151647,76349697,64764519,01/01/2014,12/31/2014,Availabe on file
306419,88264384,51926065,01/01/2014,12/31/2014,Availabe on file
75048,212700669,24840827,01/01/2014,12/31/2014,Availabe on file
433762,494815185,54269376,01/01/2014,12/31/2014,Availabe on file
347477,87630633,83097196,01/01/2014,12/31/2014,Availabe on file
238688,491369773,37520017,01/01/2014,12/31/2014,Availabe on file
709283,452731285,80742559,01/01/2014,12/31/2014,Availabe on file
945661,112004586,6546725,01/01/2014,12/31/2014,Availabe on file
987824,315200702,53951026,01/01/2014,12/31/2014,Availabe on file
655078,500041128,24896963,01/01/2014,12/31/2014,Availabe on file
216412,99006068,92242666,01/01/2014,12/31/2014,Availabe on file
880751,435400696,22988750,01/01/2014,12/31/2014,Availabe on file
253649,295436657,16933506,01/01/2014,12/31/2014,Availabe on file
842984,567508006,6485706,01/01/2014,12/31/2014,Availabe on file
924557,30662807,81166758,01/01/2014,12/31/2014,Availabe on file
749502,414080880,51063237,01/01/2014,12/31/2014,Availabe on file
159483,249337388,55115079,01/01/2014,12/31/2014,Availabe on file
209497,380539006,79355972,01/01/2014,12/31/2014,Availabe on file
710965,49571650,74474796,01/01/2014,12/31/2014,Availabe on file
137713,480052287,54222804,01/01/2014,12/31/2014,Availabe on file
230532,504630206,19179063,01/01/2014,12/31/2014,Availabe on file
395993,176578697,46140985,01/01/2014,12/31/2014,Availabe on file
727870,435320683,37385765,01/01/2014,12/31/2014,Availabe on file
884788,41516365,90643054,01/01/2014,12/31/2014,Availabe on file
72251,318943590,27114782,01/01/2014,12/31/2014,Availabe on file
102203,128486160,63370639,01/01/2014,12/31/2014,Availabe on file
699173,525224339,93305187,01/01/2014,12/31/2014,Availabe on file
976192,307492335,1740538,01/01/2014,12/31/2014,Availabe on file
293380,70081135,84931756,01/01/2014,12/31/2014,Availabe on file
920907,335871911,46333945,01/01/2014,12/31/2014,Availabe on file
207867,458504415,69891906,01/01/2014,12/31/2014,Availabe on file
526856,19258079,40105485,01/01/2014,12/31/2014,Availabe on file
900398,348626997,64022781,01/01/2014,12/31/2014,Availabe on file
203072,308858818,84694283,01/01/2014,12/31/2014,Availabe on file
323211,525956249,3740389,01/01/2014,12/31/2014,Availabe on file
407594,578067005,42156777,01/01/2014,12/31/2014,Availabe on file
382571,529466790,17845206,01/01/2014,12/31/2014,Availabe on file
545577,141677382,80901949,01/01/2014,12/31/2014,Availabe on file
30808,480782220,11636985,01/01/2014,12/31/2014,Availabe on file
529443,198987643,10209632,01/01/2014,12/31/2014,Availabe on file
710874,354481431,65939004,01/01/2014,12/31/2014,Availabe on file
893624,521884557,67828068,01/01/2014,12/31/2014,Availabe on file
882158,362419314,71307848,01/01/2014,12/31/2014,Availabe on file
361336,533086760,39255643,01/01/2014,12/31/2014,Availabe on file
725708,554170120,32097919,01/01/2014,12/31/2014,Availabe on file
166203,250881160,66288067,01/01/2014,12/31/2014,Availabe on file
104442,469568705,29409682,01/01/2014,12/31/2014,Availabe on file
541283,14235564,38516964,01/01/2014,12/31/2014,Availabe on file
266750,579562046,66695619,01/01/2014,12/31/2014,Availabe on file
733249,263063811,43525511,01/01/2014,12/31/2014,Availabe on file
117199,252598464,72481857,01/01/2014,12/31/2014,Availabe on file
206576,350720275,95283545,01/01/2014,12/31/2014,Availabe on file
633954,127398734,15941067,01/01/2014,12/31/2014,Availabe on file
191044,47576186,86428750,01/01/2014,12/31/2014,Availabe on file
864457,85760814,72421431,01/01/2014,12/31/2014,Availabe on file
205227,355035312,81849949,01/01/2014,12/31/2014,Availabe on file
512909,552024902,16650631,01/01/2014,12/31/2014,Availabe on file
419635,462255575,62372550,01/01/2014,12/31/2014,Availabe on file
496420,429636198,40301005,01/01/2014,12/31/2014,Availabe on file
603294,463144809,50502967,01/01/2014,12/31/2014,Availabe on file
455831,152105683,73305167,01/01/2014,12/31/2014,Availabe on file
681377,376496857,62748497,01/01/2014,12/31/2014,Availabe on file
450022,57562669,80766556,01/01/2014,12/31/2014,Availabe on file
724272,29406328,43662820,01/01/2014,12/31/2014,Availabe on file
941828,33967521,52891260,01/01/2014,12/31/2014,Availabe on file
276982,288843484,487556,01/01/2014,12/31/2014,Availabe on file
699655,153584165,90236875,01/01/2014,12/31/2014,Availabe on file
244498,188162027,72264053,01/01/2014,12/31/2014,Availabe on file
233145,154718242,63913407,01/01/2014,12/31/2014,Availabe on file
808235,519032410,10811309,01/01/2014,12/31/2014,Availabe on file
841550,493418204,60972176,01/01/2014,12/31/2014,Availabe on file
489574,562236392,11225504,01/01/2014,12/31/2014,Availabe on file
389762,230312047,37417701,01/01/2014,12/31/2014,Availabe on file
562594,394332261,81293059,01/01/2014,12/31/2014,Availabe on file
326107,26873160,27034238,01/01/2014,12/31/2014,Availabe on file
915511,404915959,35474006,01/01/2014,12/31/2014,Availabe on file
450814,399196924,38754831,01/01/2014,12/31/2014,Availabe on file
482342,224173550,17030453,01/01/2014,12/31/2014,Availabe on file
659043,525835347,68175149,01/01/2014,12/31/2014,Availabe on file
45602,504401835,43538687,01/01/2014,12/31/2014,Availabe on file
429586,495170582,82117415,01/01/2014,12/31/2014,Availabe on file
27507,391786495,34848954,01/01/2014,12/31/2014,Availabe on file
853680,141420552,38634673,01/01/2014,12/31/2014,Availabe on file
100511,268123149,79191733,01/01/2014,12/31/2014,Availabe on file
422024,215619442,25668792,01/01/2014,12/31/2014,Availabe on file
650320,307871680,69329038,01/01/2014,12/31/2014,Availabe on file
254374,384411652,32236601,01/01/2014,12/31/2014,Availabe on file
44312,172484852,31973997,01/01/2014,12/31/2014,Availabe on file
287771,38637939,8067559,01/01/2014,12/31/2014,Availabe on file
257385,153451212,25381861,01/01/2014,12/31/2014,Availabe on file
862209,318365784,81532030,01/01/2014,12/31/2014,Availabe on file
510986,205323264,99637058,01/01/2014,12/31/2014,Availabe on file
208860,438779934,57103092,01/01/2014,12/31/2014,Availabe on file
542948,405543597,71731012,01/01/2014,12/31/2014,Availabe on file
567878,187456070,26170586,01/01/2014,12/31/2014,Availabe on file
17742,162974233,57997192,01/01/2014,12/31/2014,Availabe on file
260935,508697892,23124630,01/01/2014,12/31/2014,Availabe on file
289965,101606663,83666292,01/01/2014,12/31/2014,Availabe on file
299350,190089006,59579284,01/01/2014,12/31/2014,Availabe on file
731172,364152255,95712887,01/01/2014,12/31/2014,Availabe on file
407751,511353213,41114105,01/01/2014,12/31/2014,Availabe on file
316950,305505586,32163036,01/01/2014,12/31/2014,Availabe on file
165253,126509230,22464446,01/01/2014,12/31/2014,Availabe on file
809078,549582391,33066062,01/01/2014,12/31/2014,Availabe on file
630127,559796211,53050188,01/01/2014,12/31/2014,Availabe on file
631331,467704732,6206053,01/01/2014,12/31/2014,Availabe on file
285666,104681160,21836856,01/01/2014,12/31/2014,Availabe on file
742892,300532277,16941483,01/01/2014,12/31/2014,Availabe on file
310811,199827887,22812923,01/01/2014,12/31/2014,Availabe on file
101745,223248916,28662504,01/01/2014,12/31/2014,Availabe on file
929070,309824009,32750723,01/01/2014,12/31/2014,Availabe on file
576675,153930290,52988311,01/01/2014,12/31/2014,Availabe on file
353344,460196013,10109852,01/01/2014,12/31/2014,Availabe on file
199737,401629840,92022591,01/01/2014,12/31/2014,Availabe on file
218294,156607164,65512830,01/01/2014,12/31/2014,Availabe on file
23582,25110339,74162848,01/01/2014,12/31/2014,Availabe on file
390248,556472019,98808835,01/01/2014,12/31/2014,Availabe on file
660389,425576497,25910957,01/01/2014,12/31/2014,Availabe on file
290624,368770536,98984279,01/01/2014,12/31/2014,Availabe on file
147777,290153689,55813139,01/01/2014,12/31/2014,Availabe on file
859287,215419306,74586687,01/01/2014,12/31/2014,Availabe on file
762735,61122186,55356346,01/01/2014,12/31/2014,Availabe on file
82734,463209682,57500856,01/01/2014,12/31/2014,Availabe on file
105124,285343251,30079570,01/01/2014,12/31/2014,Availabe on file
664463,94742101,10954026,01/01/2014,12/31/2014,Availabe on file
584779,499459110,87747508,01/01/2014,12/31/2014,Availabe on file
737588,74776520,77029584,01/01/2014,12/31/2014,Availabe on file
769888,30899277,81259818,01/01/2014,12/31/2014,Availabe on file
147762,392398492,61664650,01/01/2014,12/31/2014,Availabe on file
414257,373144520,46811578,01/01/2014,12/31/2014,Availabe on file
955686,141552745,89170786,01/01/2014,12/31/2014,Availabe on file
422105,70088372,5889888,01/01/2014,12/31/2014,Availabe on file
623419,58895894,87772674,01/01/2014,12/31/2014,Availabe on file
57584,187973705,26003660,01/01/2014,12/31/2014,Availabe on file
154913,438956509,69810012,01/01/2014,12/31/2014,Availabe on file
659876,570651252,46549142,01/01/2014,12/31/2014,Availabe on file
402020,6552427,59836389,01/01/2014,12/31/2014,Availabe on file
567643,301524710,35389762,01/01/2014,12/31/2014,Availabe on file
635020,207411562,54270494,01/01/2014,12/31/2014,Availabe on file
393165,152289403,10475273,01/01/2014,12/31/2014,Availabe on file
404310,205137784,45464672,01/01/2014,12/31/2014,Availabe on file
857143,250263104,61886379,01/01/2014,12/31/2014,Availabe on file
639826,432709567,43000880,01/01/2014,12/31/2014,Availabe on file
159472,393681836,96403578,01/01/2014,12/31/2014,Availabe on file
241020,491477971,74214654,01/01/2014,12/31/2014,Availabe on file
908141,170489147,29297059,01/01/2014,12/31/2014,Availabe on file
565434,198589740,76649783,01/01/2014,12/31/2014,Availabe on file
34340,430352969,31189732,01/01/2014,12/31/2014,Availabe on file
874227,362791101,85377592,01/01/2014,12/31/2014,Availabe on file
158859,48223273,1129409,01/01/2014,12/31/2014,Availabe on file
912918,133244014,88276786,01/01/2014,12/31/2014,Availabe on file
532441,551715340,74206562,01/01/2014,12/31/2014,Availabe on file
616846,585499515,94394536,01/01/2014,12/31/2014,Availabe on file
641202,203313765,44974094,01/01/2014,12/31/2014,Availabe on file
656903,261122334,9866649,01/01/2014,12/31/2014,Availabe on file
774523,148139847,61132645,01/01/2014,12/31/2014,Availabe on file
820824,125068910,77520283,01/01/2014,12/31/2014,Availabe on file
617067,196247069,50336331,01/01/2014,12/31/2014,Availabe on file
24365,355212101,19902279,01/01/2014,12/31/2014,Availabe on file
222017,152625875,96289954,01/01/2014,12/31/2014,Availabe on file
602241,85110869,99840659,01/01/2014,12/31/2014,Availabe on file
367688,88265905,87382976,01/01/2014,12/31/2014,Availabe on file
927404,392273794,57710590,01/01/2014,12/31/2014,Availabe on file
111492,400825036,41021212,01/01/2014,12/31/2014,Availabe on file
749612,297941357,86190052,01/01/2014,12/31/2014,Availabe on file
743356,340146444,57324805,01/01/2014,12/31/2014,Availabe on file
556236,18440633,21850307,01/01/2014,12/31/2014,Availabe on file
108439,21511188,14647985,01/01/2014,12/31/2014,Availabe on file
422123,13921088,95370055,01/01/2014,12/31/2014,Availabe on file
818053,405764293,68911463,01/01/2014,12/31/2014,Availabe on file
582876,231394125,51761018,01/01/2014,12/31/2014,Availabe on file
793800,247480662,37030473,01/01/2014,12/31/2014,Availabe on file
802743,425297372,2123316,01/01/2014,12/31/2014,Availabe on file
780562,78458685,83087003,01/01/2014,12/31/2014,Availabe on file
150997,462299796,72466831,01/01/2014,12/31/2014,Availabe on file
245031,348887550,11154895,01/01/2014,12/31/2014,Availabe on file
557891,500565432,46662152,01/01/2014,12/31/2014,Availabe on file
206863,155016848,99094914,01/01/2014,12/31/2014,Availabe on file
806264,291615444,89241733,01/01/2014,12/31/2014,Availabe on file
669633,237138138,85916045,01/01/2014,12/31/2014,Availabe on file
531742,33984193,17410587,01/01/2014,12/31/2014,Availabe on file
267249,77507984,75260873,01/01/2014,12/31/2014,Availabe on file
180067,322629671,51436138,01/01/2014,12/31/2014,Availabe on file
302055,170428690,88390387,01/01/2014,12/31/2014,Availabe on file
760284,276396741,74622850,01/01/2014,12/31/2014,Availabe on file
715434,220605721,93340055,01/01/2014,12/31/2014,Availabe on file
402248,278349382,56437896,01/01/2014,12/31/2014,Availabe on file
388130,370062486,42437766,01/01/2014,12/31/2014,Availabe on file
532257,297629198,7045340,01/01/2014,12/31/2014,Availabe on file
683092,151023409,97898601,01/01/2014,12/31/2014,Availabe on file
289554,143814382,12127754,01/01/2014,12/31/2014,Availabe on file
448608,380834622,78177065,01/01/2014,12/31/2014,Availabe on file
251666,430076227,42892710,01/01/2014,12/31/2014,Availabe on file
911451,398021458,45767334,01/01/2014,12/31/2014,Availabe on file
729252,109780977,16204292,01/01/2014,12/31/2014,Availabe on file
901732,199292095,48037132,01/01/2014,12/31/2014,Availabe on file
34585,153124272,42662904,01/01/2014,12/31/2014,Availabe on file
69482,455010123,4062366,01/01/2014,12/31/2014,Availabe on file
266516,429216345,52928514,01/01/2014,12/31/2014,Availabe on file
764230,23460854,96381977,01/01/2014,12/31/2014,Availabe on file
50289,249524205,26089622,01/01/2014,12/31/2014,Availabe on file
194197,8895689,18462882,01/01/2014,12/31/2014,Availabe on file
410875,488807176,852830,01/01/2014,12/31/2014,Availabe on file
532262,27030367,82641678,01/01/2014,12/31/2014,Availabe on file
475029,14152548,89903976,01/01/2014,12/31/2014,Availabe on file
768517,321769397,90320666,01/01/2014,12/31/2014,Availabe on file
37089,203005176,43248718,01/01/2014,12/31/2014,Availabe on file
7590,129036794,73613541,01/01/2014,12/31/2014,Availabe on file
160577,220604901,39453685,01/01/2014,12/31/2014,Availabe on file
646402,254446573,35704451,01/01/2014,12/31/2014,Availabe on file
247838,330788499,78255979,01/01/2014,12/31/2014,Availabe on file
718535,422116692,59842462,01/01/2014,12/31/2014,Availabe on file
811160,8817001,98212655,01/01/2014,12/31/2014,Availabe on file
892566,257380881,97820840,01/01/2014,12/31/2014,Availabe on file
648438,332535517,77142651,01/01/2014,12/31/2014,Availabe on file
855083,239398264,87764001,01/01/2014,12/31/2014,Availabe on file
993420,425099216,56199104,01/01/2014,12/31/2014,Availabe on file
173397,463778963,44080644,01/01/2014,12/31/2014,Availabe on file
279722,208225556,36468333,01/01/2014,12/31/2014,Availabe on file
121355,322480743,42517862,01/01/2014,12/31/2014,Availabe on file
37791,240075697,58004927,01/01/2014,12/31/2014,Availabe on file
179412,198833032,79664533,01/01/2014,12/31/2014,Availabe on file
576467,206505656,97453583,01/01/2014,12/31/2014,Availabe on file
756023,99669862,65431882,01/01/2014,12/31/2014,Availabe on file
26239,469379399,9327494,01/01/2014,12/31/2014,Availabe on file
172831,583311468,76497696,01/01/2014,12/31/2014,Availabe on file
288684,353258445,72846480,01/01/2014,12/31/2014,Availabe on file
778653,188225484,72839980,01/01/2014,12/31/2014,Availabe on file
109497,165538997,48381237,01/01/2014,12/31/2014,Availabe on file
985165,388244379,3394475,01/01/2014,12/31/2014,Availabe on file
276989,130939490,81872799,01/01/2014,12/31/2014,Availabe on file
865561,65591772,68602000,01/01/2014,12/31/2014,Availabe on file
937449,317524795,13675536,01/01/2014,12/31/2014,Availabe on file
495283,356367132,1795577,01/01/2014,12/31/2014,Availabe on file
641337,581684046,50208216,01/01/2014,12/31/2014,Availabe on file
126448,237055600,60000330,01/01/2014,12/31/2014,Availabe on file
310398,563211286,75874007,01/01/2014,12/31/2014,Availabe on file
665072,25862667,27714814,01/01/2014,12/31/2014,Availabe on file
400516,583011182,15753444,01/01/2014,12/31/2014,Availabe on file
326992,486406857,79575560,01/01/2014,12/31/2014,Availabe on file
520252,402742751,59719627,01/01/2014,12/31/2014,Availabe on file
471420,121725829,29208709,01/01/2014,12/31/2014,Availabe on file
754114,222087689,10514649,01/01/2014,12/31/2014,Availabe on file
684387,396413195,24061203,01/01/2014,12/31/2014,Availabe on file
299249,175718288,51582645,01/01/2014,12/31/2014,Availabe on file
38353,237157802,76105959,01/01/2014,12/31/2014,Availabe on file
48720,334524007,11974718,01/01/2014,12/31/2014,Availabe on file
560373,74004118,84282407,01/01/2014,12/31/2014,Availabe on file
898096,250888240,7799335,01/01/2014,12/31/2014,Availabe on file
191330,270357984,3028259,01/01/2014,12/31/2014,Availabe on file
547298,446445227,17318756,01/01/2014,12/31/2014,Availabe on file
993264,160812695,18967938,01/01/2014,12/31/2014,Availabe on file
16748,324387318,74473606,01/01/2014,12/31/2014,Availabe on file
792532,540560709,19504601,01/01/2014,12/31/2014,Availabe on file
700028,389995472,23353081,01/01/2014,12/31/2014,Availabe on file
969366,448308239,35247545,01/01/2014,12/31/2014,Availabe on file
658527,396617289,46068710,01/01/2014,12/31/2014,Availabe on file
179032,68748084,29331031,01/01/2014,12/31/2014,Availabe on file
243103,239498358,82572603,01/01/2014,12/31/2014,Availabe on file
371474,330476116,82935287,01/01/2014,12/31/2014,Availabe on file
580824,16374741,52435014,01/01/2014,12/31/2014,Availabe on file
374259,245114649,52547456,01/01/2014,12/31/2014,Availabe on file
893870,429005875,76768066,01/01/2014,12/31/2014,Availabe on file
249010,264110599,99505127,01/01/2014,12/31/2014,Availabe on file
685533,495721310,33259316,01/01/2014,12/31/2014,Availabe on file
335853,109221010,1061870,01/01/2014,12/31/2014,Availabe on file
794877,58687019,20984848,01/01/2014,12/31/2014,Availabe on file
850666,82917136,55532222,01/01/2014,12/31/2014,Availabe on file
754797,578453081,32173141,01/01/2014,12/31/2014,Availabe on file
936202,487807080,13086625,01/01/2014,12/31/2014,Availabe on file
643320,102483171,47020724,01/01/2014,12/31/2014,Availabe on file
271470,11239658,21176186,01/01/2014,12/31/2014,Availabe on file
345211,522637334,86710119,01/01/2014,12/31/2014,Availabe on file
400077,512906648,24386764,01/01/2014,12/31/2014,Availabe on file
380075,21310795,65316199,01/01/2014,12/31/2014,Availabe on file
709652,238743915,19464091,01/01/2014,12/31/2014,Availabe on file
806171,140685941,3547955,01/01/2014,12/31/2014,Availabe on file
69231,583683632,55005186,01/01/2014,12/31/2014,Availabe on file
300407,537178160,46777480,01/01/2014,12/31/2014,Availabe on file
558912,318090869,55752804,01/01/2014,12/31/2014,Availabe on file
71572,564241864,42274189,01/01/2014,12/31/2014,Availabe on file
365143,164118153,92666588,01/01/2014,12/31/2014,Availabe on file
390590,589203743,65187476,01/01/2014,12/31/2014,Availabe on file
64905,143059621,91630659,01/01/2014,12/31/2014,Availabe on file
40483,416673052,75975974,01/01/2014,12/31/2014,Availabe on file
60276,30326506,5983445,01/01/2014,12/31/2014,Availabe on file
200009,509561651,84058183,01/01/2014,12/31/2014,Availabe on file
235599,577454005,415962,01/01/2014,12/31/2014,Availabe on file
35928,91439075,90920866,01/01/2014,12/31/2014,Availabe on file
758534,18794561,76490507,01/01/2014,12/31/2014,Availabe on file
157647,85932163,21386431,01/01/2014,12/31/2014,Availabe on file
391232,512697542,46162198,01/01/2014,12/31/2014,Availabe on file
503076,579612381,38257499,01/01/2014,12/31/2014,Availabe on file
796045,243509495,5460532,01/01/2014,12/31/2014,Availabe on file
204746,19214153,6143370,01/01/2014,12/31/2014,Availabe on file
634769,184133383,49834044,01/01/2014,12/31/2014,Availabe on file
754702,572260906,86506840,01/01/2014,12/31/2014,Availabe on file
792499,489248903,80194758,01/01/2014,12/31/2014,Availabe on file
348645,281233928,97527920,01/01/2014,12/31/2014,Availabe on file
724066,576819127,97408450,01/01/2014,12/31/2014,Availabe on file
982473,106503717,1383484,01/01/2014,12/31/2014,Availabe on file
413559,572601092,64356817,01/01/2014,12/31/2014,Availabe on file
564317,121136324,12536961,01/01/2014,12/31/2014,Availabe on file
328484,30212070,41749991,01/01/2014,12/31/2014,Availabe on file
456983,470159930,52826677,01/01/2014,12/31/2014,Availabe on file
853672,546333892,60173425,01/01/2014,12/31/2014,Availabe on file
592309,439288221,90680199,01/01/2014,12/31/2014,Availabe on file
199987,282670106,68116149,01/01/2014,12/31/2014,Availabe on file
501746,531144865,34116926,01/01/2014,12/31/2014,Availabe on file
449551,543308257,19681835,01/01/2014,12/31/2014,Availabe on file
356830,323578562,47189520,01/01/2014,12/31/2014,Availabe on file
917389,8883549,24878285,01/01/2014,12/31/2014,Availabe on file
357517,219583218,80023126,01/01/2014,12/31/2014,Availabe on file
387911,205607157,98458001,01/01/2014,12/31/2014,Availabe on file
30682,390517344,41065503,01/01/2014,12/31/2014,Availabe on file
649422,234652653,33205363,01/01/2014,12/31/2014,Availabe on file
857461,383654275,29331869,01/01/2014,12/31/2014,Availabe on file
520558,383449678,53020414,01/01/2014,12/31/2014,Availabe on file
796962,409201857,14324140,01/01/2014,12/31/2014,Availabe on file
